"CSE","10113DNMH","36/36M 10:10 AM - 11:40 AMAB","2-301"
"CSE","10113DNMH","36/36W 10:10 AM - 11:40 AM","372 (SEIP Lab)"
"CSE","10114ANTU","35/35T 03:10 PM - 04:40 PM","215 (General Purpose Programming "
"Lab)"
"CSE","10114ANTU","35/35S 03:10 PM - 04:40 PM","217"
"CSE","10115DMEI","32/35M 08:30 AM - 10:00 AMFUB-301"
"CSE","10115DMEI","32/35W 08:30 AM - 10:00 AM","529 (C. Lab-1)"
"CSE","10116PROMA","36/36W 01:30 PM - 03:00 PM","372 (SEIP Lab)"
"CSE","10116PROMA","36/36M 01:30 PM - 03:00 PMAB","2-702"
"CSE","10117AADNAN","37/37W 03:10 PM - 04:40 PM","530 (C. Lab-2)"
"CSE","10117AADNAN","37/37M 03:10 PM - 04:40 PMAB","2-701"
"CSE","10118DMEI","40/40W 10:10 AM - 11:40 AM","530 (C. Lab-2)"
"CSE","10118DMEI","40/40M 10:10 AM - 11:40 AMFUB-601"
"CSE","10119SAJID","32/35S 08:30 AM - 10:00 AM","531"
"CSE","10119SAJID","32/35T 08:30 AM - 10:00 AMAB","3-601"
"CSE","10120KOUSHIK","29/30R 10:10 AM - 11:40 AMAB","3-401"
"CSE","10120KOUSHIK","29/30S 10:10 AM - 11:40 AM","533 (C. Lab-3)"
"CSE","10121RIFAT","30/30S 08:30 AM - 10:00 AM","372 (SEIP Lab)"
"CSE","10121RIFAT","30/30T 08:30 AM - 10:00 AMAB","2-202"
"CSE","10122TBA","0/0R 10:10 AM - 11:40 AMAB","3-301"
"CSE","10122TBA","0/0S 10:10 AM - 11:40 AM","630 (Software Engineering Lab)"
"CSE","10123TBA","0/0R 08:30 AM - 10:00 AM","372 (SEIP Lab)"
"CSE","10123TBA","0/0S 08:30 AM - 10:00 AM","429"
"CSE","10124TM","30/30W 08:30 AM - 10:00 AMAB","2-502"
"CSE","10124TM","30/30M 08:30 AM - 10:00 AM","530 (C. Lab-2)"
"CSE","10125TBA","0/0S 04:50 PM - 06:20 PM","217"
"CSE","10125TBA","0/0R 04:50 PM - 06:20 PM","530 (C. Lab-2)"
"CSE","10126TBA","0/0R 04:50 PM - 06:20 PM","533 (C. Lab-3)"
""
"ewucoursetracker.live"
"Course","Sec","Faculty","Capacity","Timing","Room No"
"CSE","10126TBA","0/0T 04:50 PM - 06:20 PMAB","1-201"
"CSE","10127AUR","26/30M 04:50 PM - 06:20 PM","372 (SEIP Lab)"
"CSE","10127AUR","26/30W 04:50 PM - 06:20 PMAB","1-801"
"CSE","1021KMSK","35/35M 04:50 PM - 06:20 PMAB","1-601"
"CSE","1021KMSK","35/35W 04:50 PM - 06:20 PM","372 (SEIP Lab)"
"CSE","1031TJ","20/25MW 10:10 AM - 11:40 AM","221"
"CSE","1031TJ","20/25T 10:10 AM - 01:10 PM","630 (Software Engineering Lab)"
"CSE","1031TJ","20/25R 01:30 PM - 04:30 PMField Work"
"CSE","1032TJ","20/25R 10:10 AM - 01:10 PM","630 (Software Engineering Lab)"
"CSE","1032TJ","20/25MW 11:50 AM - 01:20 PM","221"
"CSE","1032TJ","20/25T 01:30 PM - 04:30 PMField Work"
"CSE","1033DAHF","22/25TR 01:30 PM - 03:00 PMAB","2-402"
"CSE","1033DAHF","22/25R 04:50 PM - 07:50 PM","638 (Artificial Intelligence Lab)"
"CSE","1034DAHF","22/25M 01:30 PM - 04:30 PM","436 (Human-Computer Interaction "
"Lab)"
"CSE","1034DAHF","22/25SR 11:50 AM - 01:20 PMAB","2-402"
"CSE","1035DHMAI","19/25MW 03:10 PM - 04:40 PMFUB-303"
"CSE","1035DHMAI","19/25S 04:50 PM - 07:50 PM","630 (Software Engineering Lab)"
"CSE","1036MAHCY","21/25R 10:10 AM - 01:10 PM","436 (Human-Computer Interaction "
"Lab)"
"CSE","1036MAHCY","21/25MW 08:30 AM - 10:00 AMAB","3-501"
"CSE","1037TBA","0/0TR 04:50 PM - 06:20 PMAB","3-401"
"CSE","1037TBA","0/0M 10:10 AM - 01:10 PM","227 (Competitive Programming Lab)"
"CSE","1038NISHAT","20/25R 01:30 PM - 03:00 PMAB","2-601"
"CSE","1038NISHAT","20/25W 10:10 AM - 01:10 PMAB","2-602"
"CSE","1038NISHAT","20/25S 01:30 PM - 03:00 PMAB","1-201"
"CSE","1039PC","20/25MW 04:50 PM - 06:20 PMAB","2-502"
"CSE","1039PC","20/25R 01:30 PM - 04:30 PM","434 (Big Data Analytics Lab)"
"CSE","10310PC","19/20T 10:10 AM - 11:40 AMAB","1-902"
""
"ewucoursetracker.live"
"Course","Sec","Faculty","Capacity","Timing","Room No"
"CSE","10310PC","19/20T 04:50 PM - 07:50 PM","638 (Artificial Intelligence Lab)"
"CSE","10310PC","19/20S 10:10 AM - 11:40 AMFUB-801"
"CSE","10311SAJEEB","0/0ST 01:30 PM - 03:00 PMAB","2-202"
"CSE","10311SAJEEB","0/0S 04:50 PM - 07:50 PM","637 (Database Lab)"
"CSE","10312SAJEEB","19/20T 04:50 PM - 07:50 PM","227 (Competitive Programming Lab)"
"CSE","10312SAJEEB","19/20ST 03:10 PM - 04:40 PMAB","2-302"
"CSE","10313KMMU","11/20S 04:50 PM - 07:50 PM","437 (Cyber Security Lab)"
"CSE","10313KMMU","11/20SR 01:30 PM - 03:00 PMAB","2-402"
"CSE","10314KMMU","0/0R 04:50 PM - 07:50 PM","215 (General Purpose Programming "
"Lab)"
"CSE","10314KMMU","0/0SR 03:10 PM - 04:40 PMAB","2-202"
"CSE","10315KMSK","20/20S 08:30 AM - 10:00 AMAB","1-801"
"CSE","10315KMSK","20/20R 04:50 PM - 07:50 PM","437 (Cyber Security Lab)"
"CSE","10315KMSK","20/20T 08:30 AM - 10:00 AMAB","1-701"
"CSE","10316TBA","0/0T 04:50 PM - 07:50 PM","437 (Cyber Security Lab)"
"CSE","10316TBA","0/0S 03:10 PM - 04:40 PMAB","1-902"
"CSE","10316TBA","0/0R 03:10 PM - 04:40 PMAB","1-801"
"CSE","10317TBA","0/0SR 04:50 PM - 06:20 PMAB","1-801"
"CSE","10317TBA","0/0W 04:50 PM - 07:50 PM","434 (Big Data Analytics Lab)"
"CSE","10318TBA","2/2W 08:00 AM - 10:00 AM","215 (General Purpose Programming "
"Lab)"
"CSE","10318TBA","2/2S 03:10 PM - 04:40 PMAB","1-601"
"CSE","10318TBA","2/2T 03:10 PM - 04:40 PMAB","1-901"
"CSE","10319TBA","0/0T 11:50 AM - 01:20 PMAB","1-701"
"CSE","10319TBA","0/0M 08:00 AM - 10:00 AM","215 (General Purpose Programming "
"Lab)"
"CSE","10319TBA","0/0R 11:50 AM - 01:20 PMAB","1-301"
"CSE","10320TBA","0/0S 08:00 AM - 11:00 AM","437 (Cyber Security Lab)"
"CSE","10320TBA","0/0T 11:50 AM - 01:20 PMAB","2-701"
"CSE","10320TBA","0/0R 11:50 AM - 01:20 PMFUB-603"
""
"ewucoursetracker.live"
"Course","Sec","Faculty","Capacity","Timing","Room No"
"CSE","10321TBA","0/0T 01:30 PM - 03:00 PMAB","1-701"
"CSE","10321TBA","0/0R 08:00 AM - 11:00 AM","638 (Artificial Intelligence Lab)"
"CSE","10321TBA","0/0R 01:30 PM - 03:00 PMAB","2-701"
"CSE","10322TBA","0/0W 08:00 AM - 11:00 AM","436 (Human-Computer Interaction "
"Lab)"
"CSE","10322TBA","0/0T 08:30 AM - 10:00 AMAB","2-702"
"CSE","10322TBA","0/0R 08:30 AM - 10:00 AMAB","2-402"
"CSE","1061MHAK","37/37ST 10:10 AM - 11:40 AM","433"
"CSE","1062MHAK","37/37ST 01:30 PM - 03:00 PM","433"
"CSE","1063MHAK","36/37MW 10:10 AM - 11:40 AM","433"
"CSE","1064DSU","35/37MW 03:10 PM - 04:40 PM","221"
"CSE","1065DSU","18/37TR 04:50 PM - 06:20 PM","217"
"CSE","1066NAFIS","37/37MW 08:30 AM - 10:00 AMAB","1-702"
"CSE","1067NAFIS","37/37TR 08:30 AM - 10:00 AMAB","1-702"
"CSE","1068AASR","32/37MW 04:50 PM - 06:20 PMFUB-502"
"CSE","1069AASR","33/37MW 03:10 PM - 04:40 PMAB","1-702"
"CSE","10610MRJ","33/37MW 04:50 PM - 06:20 PM","336"
"CSE","10611SDNA","33/37M 04:50 PM - 06:20 PM","212"
"CSE","10611SDNA","33/37W 04:50 PM - 06:20 PM","223"
"CSE","10612MAHCY","34/37MW 01:30 PM - 03:00 PMAB","3-1001"
"CSE","10613MAHCY","14/20MW 03:10 PM - 04:40 PMAB","3-1001"
"CSE","10614MOON","20/20TR 10:10 AM - 11:40 AMAB","2-702"
"CSE","10615TBA","0/0MW 04:50 PM - 06:20 PMAB","3-401"
"CSE","10616TBA","0/0MW 08:30 AM - 10:00 AMAB","1-702"
"CSE","10617TBA","0/0ST 04:50 PM - 06:20 PMAB","3-702"
"CSE","10618TBA","0/0S 08:30 AM - 10:00 AM","432"
"CSE","10618TBA","0/0R 08:30 AM - 10:00 AMAB","3-302"
"CSE","10619TBA","0/0T 04:50 PM - 06:20 PM","212"
""
"ewucoursetracker.live"
"Course","Sec","Faculty","Capacity","Timing","Room No"
"CSE","10619TBA","0/0R 04:50 PM - 06:20 PM","212"
"CSE","10620TBA","0/0R 04:50 PM - 06:20 PM","221"
"CSE","10620TBA","0/0S 04:50 PM - 06:20 PM","433"
"CSE","1071TBA","0/33MW 08:30 AM - 10:00 AMAB","2-501"
"CSE","10710/33"
"CSE","1081RIFAT","32/33MW 08:30 AM - 10:00 AMAB","1-502"
"CSE","1081RIFAT","32/33R 10:10 AM - 12:10 PM","437 (Cyber Security Lab)"
"CSE","1082RIFAT","33/33S 10:10 AM - 12:10 PM","227 (Competitive Programming Lab)"
"CSE","1082RIFAT","33/33SR 03:10 PM - 04:40 PMAB","3-701"
"CSE","1083MAMRD","34/34MW 04:50 PM - 06:20 PMAB","1-701"
"CSE","1083MAMRD","34/34S 08:00 AM - 10:00 AM","436 (Human-Computer Interaction "
"Lab)"
"CSE","1101DAKP","30/30MW 10:10 AM - 11:40 AMFUB-401"
"CSE","1101DAKP","30/30S 08:00 AM - 11:00 AM","431 (Multi Media and Image "
"Processing Lab)"
"CSE","1102DAKP","30/30S 11:50 AM - 02:50 PM","435 (Virtual Reality and Augmented "
"Reality Lab)"
"CSE","1102DAKP","30/30MW 11:50 AM - 01:20 PMFUB-203"
"CSE","1103DSU","21/30TR 03:10 PM - 04:40 PM","222"
"CSE","1103DSU","21/30W 10:10 AM - 01:10 PM","431 (Multi Media and Image "
"Processing Lab)"
"CSE","1104DAHF","30/30S 01:30 PM - 04:30 PM","630 (Software Engineering Lab)"
"CSE","1104DAHF","30/30MW 11:50 AM - 01:20 PMAB","2-301"
"CSE","1105TM","30/30MW 11:50 AM - 01:20 PMAB","2-402"
"CSE","1105SAJID","30/30S 10:10 AM - 01:10 PM","434 (Big Data Analytics Lab)"
"CSE","1106SDIS","29/30W 01:30 PM - 04:30 PM","638 (Artificial Intelligence Lab)"
"CSE","1106SDIS","29/30T 10:10 AM - 11:40 AMAB","3-902"
"CSE","1106SDIS","29/30R 10:10 AM - 11:40 AMAB","1-701"
"CSE","1107SDNA","30/30R 03:10 PM - 04:40 PMFUB-601"
"CSE","1107SDNA","30/30T 03:10 PM - 04:40 PMFUB-803"
"CSE","1107SDNA","30/30S 04:50 PM - 07:50 PM","215 (General Purpose Programming "
"Lab)"
""
"ewucoursetracker.live"
"Course","Sec","Faculty","Capacity","Timing","Room No"
"CSE","1108SDNA","30/30T 04:50 PM - 07:50 PM","450 (Networking Lab)"
"CSE","1108SDNA","30/30S 01:30 PM - 03:00 PMAB","2-302"
"CSE","1108SDNA","30/30R 01:30 PM - 03:00 PMFUB-701"
"CSE","1109ARIJIT","26/30ST 03:10 PM - 04:40 PMAB","2-301"
"CSE","1109ARIJIT","26/30S 04:50 PM - 07:50 PM","434 (Big Data Analytics Lab)"
"CSE","11010SUDDIN","30/30R 04:50 PM - 07:50 PM","227 (Competitive Programming Lab)"
"CSE","11010SUDDIN","30/30SR 03:10 PM - 04:40 PMAB","2-402"
"CSE","11011FZRN","26/30T 01:30 PM - 04:30 PM","437 (Cyber Security Lab)"
"CSE","11011FZRN","26/30T 11:50 AM - 01:20 PM","215 (General Purpose Programming "
"Lab)"
"CSE","11011FZRN","26/30S 11:50 AM - 01:20 PMAB","1-101"
"CSE","11012FZRN","24/30W 04:50 PM - 07:50 PM","450 (Networking Lab)"
"CSE","11012FZRN","24/30SR 04:50 PM - 06:20 PMAB","2-502"
"CSE","11013SABBIR","24/30TR 03:10 PM - 04:40 PMAB","3-601"
"CSE","11013SABBIR","24/30S 04:50 PM - 07:50 PM","638 (Artificial Intelligence Lab)"
"CSE","11014PROMA","29/30M 08:00 AM - 11:00 AM","436 (Human-Computer Interaction "
"Lab)"
"CSE","11014PROMA","29/30ST 08:30 AM - 10:00 AMAB","2-601"
"CSE","11015PROMA","30/30TR 10:10 AM - 11:40 AMAB","2-602"
"CSE","11015PROMA","30/30W 08:00 AM - 11:00 AM","434 (Big Data Analytics Lab)"
"CSE","11016SDIS","25/30S 11:50 AM - 01:20 PMAB","3-501"
"CSE","11016SDIS","25/30T 11:50 AM - 01:20 PMAB","3-702"
"CSE","11016SDIS","25/30S 01:30 PM - 04:30 PM","372 (SEIP Lab)"
"CSE","11017TBA","0/0R 11:50 AM - 01:20 PMAB","3-701"
"CSE","11017TBA","0/0S 10:10 AM - 01:10 PM","450 (Networking Lab)"
"CSE","11017TBA","0/0T 11:50 AM - 01:20 PMAB","2-702"
"CSE","11018TBA","0/0T 04:50 PM - 06:50 PM","534 (C. Lab-4)"
"CSE","11018TBA","0/0T 01:30 PM - 03:00 PMAB","1-901"
"CSE","11018TBA","0/0R 01:30 PM - 03:00 PMFUB-203"
""
"ewucoursetracker.live"
"Course","Sec","Faculty","Capacity","Timing","Room No"
"CSE","11019TBA","0/0R 08:30 AM - 10:00 AMFUB-303"
"CSE","11019TBA","0/0T 08:30 AM - 10:00 AMAB","3-1002"
"CSE","11019TBA","0/0S 10:10 AM - 01:10 PM","638 (Artificial Intelligence Lab)"
"CSE","11020TBA","0/0S 08:00 AM - 11:00 AM","435 (Virtual Reality and Augmented "
"Reality Lab)"
"CSE","11020TBA","0/0TR 04:50 PM - 06:20 PMAB","2-701"
"CSE","2001IMRAN","33/34R 08:00 AM - 10:00 AM","227 (Competitive Programming Lab)"
"CSE","2002SDIS","32/34M 10:10 AM - 12:10 PM","215 (General Purpose Programming "
"Lab)"
"CSE","2003KHALID","34/34R 10:10 AM - 12:10 PM","215 (General Purpose Programming "
"Lab)"
"CSE","2004AUR","34/34R 10:10 AM - 12:10 PM","227 (Competitive Programming Lab)"
"CSE","2005TTB","34/34M 01:30 PM - 03:30 PM","215 (General Purpose Programming "
"Lab)"
"CSE","2006KMSK","34/34S 10:10 AM - 12:10 PM","215 (General Purpose Programming "
"Lab)"
"CSE","2007NISHAT","33/34S 04:50 PM - 06:50 PM","531"
"CSE","2008RIFAT","31/34W 01:30 PM - 03:30 PM","215 (General Purpose Programming "
"Lab)"
"CSE","2009MAMRD","33/34W 01:30 PM - 03:30 PM","227 (Competitive Programming Lab)"
"CSE","20010ARMAN","6/33M 01:30 PM - 03:30 PM","227 (Competitive Programming Lab)"
"CSE","20011SABBIR","33/34M 01:30 PM - 03:30 PM","434 (Big Data Analytics Lab)"
"CSE","20012MIR","8/33M 04:50 PM - 06:50 PM","215 (General Purpose Programming "
"Lab)"
"CSE","20013MOON","34/34W 10:10 AM - 12:10 PM","215 (General Purpose Programming "
"Lab)"
"CSE","20014KMSK","34/34W 01:30 PM - 03:30 PM","431 (Multi Media and Image "
"Processing Lab)"
"CSE","20015ANTU","34/34R 01:30 PM - 03:30 PM","215 (General Purpose Programming "
"Lab)"
"CSE","20016TBA","0/0S 08:00 AM - 10:00 AM","227 (Competitive Programming Lab)"
"CSE","20017TBA","0/0T 08:00 AM - 10:00 AM","227 (Competitive Programming Lab)"
"CSE","20018TBA","0/0R 10:10 AM - 12:10 PM","434 (Big Data Analytics Lab)"
"CSE","20019TBA","0/0R 10:10 AM - 12:10 PM","435 (Virtual Reality and Augmented "
"Reality Lab)"
"CSE","2071MI","34/34MW 10:10 AM - 11:40 AM","359"
"CSE","2071MI","34/34T 10:10 AM - 12:10 PM","431 (Multi Media and Image "
"Processing Lab)"
"CSE","2072MI","34/34T 01:30 PM - 03:30 PM","431 (Multi Media and Image "
"Processing Lab)"
""
"ewucoursetracker.live"
"Course","Sec","Faculty","Capacity","Timing","Room No"
"CSE","2072MI","34/34MW 11:50 AM - 01:20 PM","359"
"CSE","2073DAKP","34/34TR 11:50 AM - 01:20 PMFUB-301"
"CSE","2073DAKP","34/34R 01:30 PM - 03:30 PM","436 (Human-Computer Interaction "
"Lab)"
"CSE","2074ATIQ","34/34MW 01:30 PM - 03:00 PMAB","2-402"
"CSE","2074ATIQ","34/34T 01:30 PM - 03:30 PM","436 (Human-Computer Interaction "
"Lab)"
"CSE","2075ATIQ","33/34M 04:50 PM - 06:50 PM","630 (Software Engineering Lab)"
"CSE","2075ATIQ","33/34SR 03:10 PM - 04:40 PMAB","2-501"
"CSE","2076NAFIS","34/34SR 11:50 AM - 01:20 PMAB","1-701"
"CSE","2076NAFIS","34/34T 01:30 PM - 03:30 PM","434 (Big Data Analytics Lab)"
"CSE","2077TM","33/34R 10:10 AM - 11:40 AM","358"
"CSE","2077TM","33/34M 01:30 PM - 03:30 PM","372 (SEIP Lab)"
"CSE","2077TM","33/34T 10:10 AM - 11:40 AMAB","2-302"
"CSE","2078MYMA","16/33W 01:30 PM - 03:30 PM","436 (Human-Computer Interaction "
"Lab)"
"CSE","2078MYMA","16/33TR 11:50 AM - 01:20 PMAB","2-601"
"CSE","2079AASR","28/28T 10:10 AM - 11:40 AMAB","2-701"
"CSE","2079AASR","28/28S 10:10 AM - 12:10 PM","436 (Human-Computer Interaction "
"Lab)"
"CSE","2079AASR","28/28R 10:10 AM - 11:40 AMFUB-503"
"CSE","20710MMLI","34/34M 04:50 PM - 06:50 PM","227 (Competitive Programming Lab)"
"CSE","20710MMLI","34/34MW 01:30 PM - 03:00 PMAB","2-301"
"CSE","20711MMLI","34/34MW 03:10 PM - 04:40 PMAB","2-302"
"CSE","20711MMLI","34/34W 04:50 PM - 06:50 PM","215 (General Purpose Programming "
"Lab)"
"CSE","20712PC","33/34S 04:50 PM - 06:50 PM","450 (Networking Lab)"
"CSE","20712PC","33/34MW 01:30 PM - 03:00 PMAB","2-601"
"CSE","20713MIR","5/33S 11:50 AM - 01:20 PMAB","1-601"
"CSE","20713MIR","5/33S 08:00 AM - 10:00 AM","434 (Big Data Analytics Lab)"
"CSE","20713MIR","5/33R 11:50 AM - 01:20 PMAB","1-801"
"CSE","20714TBA","0/0R 01:30 PM - 03:00 PM"
""
"ewucoursetracker.live"
"Course","Sec","Faculty","Capacity","Timing","Room No"
"CSE","20714TBA","0/0W 04:50 PM - 06:50 PM","530 (C. Lab-2)"
"CSE","20714TBA","0/0T 01:30 PM - 03:00 PMAB","2-602"
"CSE","20715TBA","0/0R 08:30 AM - 10:00 AMAB","2-502"
"CSE","20715TBA","0/0S 08:30 AM - 10:00 AMAB","2-501"
"CSE","20715TBA","0/0S 10:10 AM - 12:10 PM","372 (SEIP Lab)"
"CSE","2091SJ","33/33T 01:30 PM - 03:30 PM","547 (Electronics Lab)"
"CSE","2091SJ","33/33MW 08:30 AM - 10:00 AM","217"
"CSE","2092ALI","12/33ST 01:30 PM - 03:00 PMFUB-104"
"CSE","2092ALI","12/33R 01:30 PM - 03:30 PM","547 (Electronics Lab)"
"CSE","2093TBA","4/4M 08:00 AM - 10:00 AM","547 (Electronics Lab)"
"CSE","2093TBA","4/4MW 10:10 AM - 11:40 AMAB","1-701"
"CSE","2094DZIM","10/33TR 11:50 AM - 01:20 PMAB","1-601"
"CSE","2094DZIM","10/33S 10:10 AM - 12:10 PM","547 (Electronics Lab)"
"CSE","2095SHK","33/33M 04:50 PM - 06:50 PM","449 (Telecommunication and Circuit "
"Lab)"
"CSE","2095SHK","33/33T 01:30 PM - 03:00 PMAB","2-402"
"CSE","2095SHK","33/33R 01:30 PM - 03:00 PM","221"
"CSE","2096SHK","33/33S 04:50 PM - 06:50 PM","548 (Electrical Circuit Lab)"
"CSE","2096SHK","33/33TR 03:10 PM - 04:40 PMAB","2-602"
"CSE","2097MKN","33/33MW 10:10 AM - 11:40 AMAB","2-601"
"CSE","2097MKN","33/33R 01:30 PM - 03:30 PM","449 (Telecommunication and Circuit "
"Lab)"
"CSE","2098MKN","33/33ST 10:10 AM - 11:40 AMAB","2-601"
"CSE","2098MKN","33/33R 10:10 AM - 12:10 PM","547 (Electronics Lab)"
"CSE","2099DOF","33/33M 04:50 PM - 06:50 PM","547 (Electronics Lab)"
"CSE","2099DOF","33/33MW 01:30 PM - 03:00 PMAB","2-201"
"CSE","20910DOF","33/33W 04:50 PM - 06:50 PM","547 (Electronics Lab)"
"CSE","20910DOF","33/33MW 03:10 PM - 04:40 PMAB","2-202"
"CSE","20911DSMU","33/33M 04:50 PM - 06:50 PM","548 (Electrical Circuit Lab)"
""
"ewucoursetracker.live"
"Course","Sec","Faculty","Capacity","Timing","Room No"
"CSE","20911DSMU","33/33MW 01:30 PM - 03:00 PMAB","2-202"
"CSE","20912DSMU","33/33MW 03:10 PM - 04:40 PMAB","2-301"
"CSE","20912DSMU","33/33W 04:50 PM - 06:50 PM","548 (Electrical Circuit Lab)"
"CSE","20913SJA","11/33R 04:50 PM - 06:50 PM","547 (Electronics Lab)"
"CSE","20913SJA","11/33MW 08:30 AM - 10:00 AMAB","1-601"
"CSE","20914DZIM","0/0MW 10:10 AM - 11:40 AMAB","3-501"
"CSE","20914DZIM","0/0T 10:10 AM - 11:49 AM","449 (Telecommunication and Circuit "
"Lab)"
"CSE","20915DMSA","20/33T 10:10 AM - 11:40 AMAB","2-402"
"CSE","20915DMSA","20/33R 10:10 AM - 11:40 AMAB","2-201"
"CSE","20915SJA","20/33S 08:00 AM - 10:00 AM","547 (Electronics Lab)"
"CSE","20918TBA","0/0R 04:50 PM - 06:20 PMAB","2-601"
"CSE","20918TBA","0/0S 04:50 PM - 06:20 PMAB","2-301"
"CSE","20918TBA","0/0W 01:30 PM - 03:30 PM","449 (Telecommunication and Circuit "
"Lab)"
"CSE","2271DSU","19/30S 03:10 PM - 06:10 PM","436 (Human-Computer Interaction "
"Lab)"
"CSE","2271DSU","19/30T 11:50 AM - 01:20 PMFUB-104"
"CSE","2271DSU","19/30R 11:50 AM - 01:20 PM","223"
"CSE","2461DTBI","33/34TR 11:50 AM - 01:20 PMAB","2-402"
"CSE","2461DTBI","33/34S 04:50 PM - 07:50 PM","530 (C. Lab-2)"
"CSE","2462DTBI","34/34W 04:50 PM - 07:50 PM","436 (Human-Computer Interaction "
"Lab)"
"CSE","2462DTBI","34/34MW 03:10 PM - 04:40 PMFUB-401"
"CSE","2463DTS","32/34S 08:30 AM - 10:00 AM","241"
"CSE","2463DTS","32/34W 01:30 PM - 04:30 PM","435 (Virtual Reality and Augmented "
"Reality Lab)"
"CSE","2463DTS","32/34R 08:30 AM - 10:00 AM","226"
"CSE","2464DTS","34/34M 08:00 AM - 11:00 AM","638 (Artificial Intelligence Lab)"
"CSE","2464DTS","34/34TR 01:30 PM - 03:00 PMAB","2-502"
"CSE","2465DHMAI","33/33ST 01:30 PM - 03:00 PMAB","2-601"
"CSE","2465DHMAI","33/33R 04:50 PM - 07:50 PM","637 (Database Lab)"
""
"ewucoursetracker.live"
"Course","Sec","Faculty","Capacity","Timing","Room No"
"CSE","2466DHMAI","28/28TR 03:10 PM - 04:40 PMFUB-203"
"CSE","2466DHMAI","28/28W 04:50 PM - 07:50 PM","437 (Cyber Security Lab)"
"CSE","2467TBA","4/4SR 08:30 AM - 10:00 AMFUB-401"
"CSE","2467TBA","4/4M 10:10 AM - 01:10 PM","437 (Cyber Security Lab)"
"CSE","2468FHUQ","6/30T 10:10 AM - 01:10 PM","436 (Human-Computer Interaction "
"Lab)"
"CSE","2468FHUQ","6/30MW 08:30 AM - 10:00 AM","433"
"CSE","2469RABEA","33/33T 10:10 AM - 01:10 PM","435 (Virtual Reality and Augmented "
"Reality Lab)"
"CSE","2469RABEA","33/33W 10:10 AM - 11:40 AM","637 (Database Lab)"
"CSE","2469RABEA","33/33M 10:10 AM - 11:40 AM","638 (Artificial Intelligence Lab)"
"CSE","24610RABEA","28/28M 01:30 PM - 04:30 PM","435 (Virtual Reality and Augmented "
"Reality Lab)"
"CSE","24610RABEA","28/28MW 08:30 AM - 10:00 AMAB","2-702"
"CSE","24611TBA","0/0R 10:10 AM - 11:40 AMAB","3-501"
"CSE","24611TBA","0/0S 10:10 AM - 11:40 AMAB","1-101"
"CSE","24611TBA","0/0S 08:00 AM - 10:00 AM","215 (General Purpose Programming "
"Lab)"
"CSE","24612TBA","0/0S 11:50 AM - 01:20 PMAB","3-601"
"CSE","24612TBA","0/0W 08:00 AM - 11:00 AM","437 (Cyber Security Lab)"
"CSE","24612TBA","0/0R 11:50 AM - 01:20 PMFUB-403"
"CSE","24613TBA","0/0S 11:50 AM - 01:20 PMAB","3-902"
"CSE","24613TBA","0/0T 04:50 PM - 06:20 PM","531"
"CSE","24613TBA","0/0R 11:50 AM - 01:20 PMAB","1-101"
